datetime,capital_main,capital_super,capital_big,capital_middle,capital_small
2025-04-21,-17698427.0,2873937.0,14824480.0,30838421.0,-48536848.0
2025-04-22,-53278006.0,40102448.0,13175565.0,-23906824.0,-29371182.0
2025-04-23,-134345780.0,132296648.0,2049136.0,-94772560.0,-39573220.0
2025-04-24,-89933207.0,85727185.0,4206016.0,-54892582.0,-35040625.0
2025-04-25,43960565.0,-47387321.0,3426768.0,22611084.0,21349481.0
