datetime,capital_main,capital_super,capital_big,capital_middle,capital_small
2025-04-21,151557532.0,-166396672.0,14839136.0,70812512.0,80745020.0
2025-04-22,41825502.0,124718656.0,-166544144.0,42635072.0,-809570.0
2025-04-23,-50465216.0,91969552.0,-41504336.0,-27919680.0,-22545536.0
2025-04-24,-204659408.0,187254221.0,17405200.0,-196890080.0,-7769328.0
2025-04-25,-62683024.0,33784704.0,28898320.0,58155936.0,-120838960.0
