datetime,capital_main,capital_super,capital_big,capital_middle,capital_small
2025-04-21,-130054819.0,252788232.0,-122733424.0,-25509872.0,-104544947.0
2025-04-22,26083623.0,46437888.0,-72521504.0,17165360.0,8918263.0
2025-04-23,175099872.0,-76289280.0,-98810576.0,90090720.0,85009152.0
2025-04-24,-42167347.0,46061305.0,-3893952.0,-30262976.0,-11904371.0
2025-04-25,178490752.0,-83169488.0,-95321264.0,104063696.0,74427056.0
