datetime,open,close,high,low,volume,amount,MACD_30m,MACD_30m_Signal,MACD_30m_Hist,KDJ_30m_K,KDJ_30m_D,KDJ_30m_J,RSI_30m_6,RSI_30m_12,RSI_30m_24,ma5_30m,ma10_30m,ma20_30m
2025-04-10 11:00:00,50.54,51.01,51.01,50.12,67375.0,340195904.0,1.518,1.651,-0.265,58.52,68.23,39.1,53.75,61.61,63.98,51.046,51.643,49.616
2025-04-10 11:30:00,51.05,50.5,51.07,50.34,30612.0,155144161.0,1.39,1.598,-0.418,54.17,63.55,35.41,45.54,57.17,61.37,50.752,51.526,49.88
2025-04-10 13:30:00,50.53,50.63,50.87,50.16,45882.0,231486700.0,1.284,1.535,-0.504,52.05,59.71,36.72,47.97,58.01,61.79,50.642,51.349,50.088
2025-04-10 14:00:00,50.66,50.32,50.74,50.3,25932.0,130926587.0,1.161,1.461,-0.599,48.76,56.06,34.16,42.53,55.2,60.18,50.592,51.156,50.24
2025-04-10 14:30:00,50.32,49.94,50.63,49.52,64859.0,325193568.0,1.022,1.373,-0.702,45.7,52.61,31.89,36.46,51.83,58.25,50.48,50.934,50.393
2025-04-10 15:00:00,49.95,49.73,49.99,49.31,131745.0,653934265.0,0.884,1.275,-0.782,44.53,49.92,33.77,33.3,49.99,57.19,50.224,50.635,50.542
2025-04-11 10:00:00,49.01,49.25,50.17,49.0,161478.0,798633398.0,0.728,1.166,-0.875,42.39,47.41,32.36,26.91,45.93,54.81,49.974,50.363,50.652
2025-04-11 10:30:00,49.25,49.24,49.98,49.05,83775.0,415043580.0,0.596,1.052,-0.911,31.77,42.2,10.92,26.79,45.85,54.76,49.696,50.169,50.756
2025-04-11 11:00:00,49.23,48.59,49.3,48.57,75146.0,367830782.0,0.435,0.928,-0.987,21.45,35.28,0.0,19.52,40.55,51.6,49.35,49.971,50.829
2025-04-11 11:30:00,48.58,49.27,49.5,48.58,40768.0,200055405.0,0.357,0.814,-0.914,23.63,31.4,8.1,39.96,47.48,54.47,49.216,49.848,50.805
2025-04-11 13:30:00,49.29,49.58,49.82,49.29,58437.0,290000104.0,0.317,0.715,-0.795,30.39,31.06,29.05,47.29,50.35,55.72,49.186,49.705,50.674
2025-04-11 14:00:00,49.58,49.45,49.91,49.4,48844.0,242672375.0,0.272,0.626,-0.708,33.78,31.97,37.4,44.55,49.12,55.06,49.226,49.6,50.563
2025-04-11 14:30:00,49.45,49.01,49.49,49.0,44911.0,220972245.0,0.198,0.541,-0.685,29.64,31.19,26.53,36.08,45.06,52.84,49.18,49.438,50.394
2025-04-11 15:00:00,49.01,49.0,49.25,48.8,69267.0,339286538.0,0.138,0.46,-0.645,28.72,30.37,25.42,35.89,44.96,52.79,49.262,49.306,50.231
2025-04-14 10:00:00,48.99,48.34,49.1,48.0,163672.0,793268928.0,0.036,0.375,-0.679,24.37,28.37,16.37,25.48,39.19,49.54,49.076,49.146,50.04
2025-04-14 10:30:00,48.34,49.2,49.29,48.15,72277.0,352353709.0,0.024,0.305,-0.562,36.45,31.06,47.22,48.74,48.58,53.44,49.0,49.093,49.864
2025-04-14 11:00:00,49.2,49.14,49.49,48.94,48690.0,239451007.0,0.01,0.246,-0.472,44.19,35.44,61.7,47.5,48.02,53.14,48.938,49.082,49.722
2025-04-14 11:30:00,49.17,48.91,49.26,48.8,20786.0,101896792.0,-0.019,0.193,-0.425,45.34,38.74,58.55,42.52,45.79,51.98,48.918,49.049,49.609
2025-04-14 13:30:00,48.92,48.66,48.96,48.55,18424.0,89880647.0,-0.062,0.142,-0.408,41.75,39.74,45.76,37.4,43.41,50.72,48.85,49.056,49.514
2025-04-14 14:00:00,48.66,49.22,49.38,48.65,38744.0,190124551.0,-0.051,0.103,-0.308,49.12,42.87,61.63,52.7,49.8,53.36,49.026,49.051,49.45
2025-04-14 14:30:00,49.23,49.3,49.83,49.08,73799.0,365003012.0,-0.034,0.076,-0.22,56.43,47.39,74.51,54.6,50.66,53.73,49.046,49.023,49.364
2025-04-14 15:00:00,49.29,49.33,49.4,49.15,49617.0,244419985.0,-0.019,0.057,-0.152,61.84,52.21,81.12,55.41,51.01,53.87,49.084,49.011,49.305
2025-04-15 10:00:00,48.84,47.8,49.0,47.6,138932.0,669789893.0,-0.129,0.02,-0.297,44.22,49.54,33.57,26.54,36.68,46.26,48.862,48.89,49.164
2025-04-15 10:30:00,47.8,47.91,48.12,47.8,35447.0,169832205.0,-0.204,-0.025,-0.359,34.11,44.4,13.54,29.7,38.04,46.82,48.712,48.781,49.044
2025-04-15 11:00:00,47.91,47.98,48.1,47.65,29871.0,142960328.0,-0.256,-0.071,-0.369,28.42,39.07,7.12,31.94,38.96,47.19,48.464,48.745,48.945
2025-04-15 11:30:00,47.96,47.94,48.29,47.8,15294.0,73480546.0,-0.296,-0.116,-0.36,24.03,34.06,3.97,31.25,38.6,47.0,48.192,48.619,48.856
2025-04-15 13:30:00,47.94,47.69,48.0,47.51,35540.0,169324263.0,-0.345,-0.162,-0.365,18.61,28.91,0.0,26.94,36.34,45.77,47.864,48.474,48.778
2025-04-15 14:00:00,47.7,47.7,47.95,47.57,17542.0,83742117.0,-0.378,-0.205,-0.345,15.13,24.32,0.0,27.42,36.51,45.83,47.844,48.353,48.701
2025-04-15 14:30:00,47.71,47.58,47.72,47.53,20399.0,97119816.0,-0.409,-0.246,-0.326,11.1,19.91,0.0,25.05,35.33,45.22,47.778,48.245,48.65
2025-04-15 15:00:00,47.59,47.7,47.81,47.5,52738.0,251268060.0,-0.419,-0.281,-0.277,10.91,16.91,0.0,32.1,37.53,45.97,47.722,48.093,48.572
2025-04-16 10:00:00,47.7,47.96,48.27,47.63,60702.0,291175338.0,-0.402,-0.305,-0.194,17.49,17.1,18.27,45.45,42.17,47.61,47.726,47.959,48.491
2025-04-16 10:30:00,47.96,47.89,48.15,47.81,21172.0,101495458.0,-0.389,-0.322,-0.135,28.12,20.77,42.8,42.73,41.27,47.21,47.766,47.815,48.413
2025-04-16 11:00:00,47.89,48.22,48.3,47.61,43675.0,209239838.0,-0.348,-0.327,-0.043,48.74,30.1,86.04,57.19,47.09,49.31,47.87,47.857,48.373
2025-04-16 11:30:00,48.16,47.74,48.2,47.7,24585.0,117887570.0,-0.351,-0.332,-0.038,42.5,34.23,59.03,39.7,40.69,46.5,47.902,47.84,48.31
2025-04-16 13:30:00,47.76,47.42,47.8,47.31,29826.0,141870494.0,-0.374,-0.34,-0.068,32.03,33.5,29.11,31.89,37.03,44.72,47.846,47.784,48.264
2025-04-16 14:00:00,47.4,47.09,47.44,47.0,32442.0,153114224.0,-0.415,-0.355,-0.119,23.66,30.22,10.55,25.65,33.63,42.96,47.672,47.699,48.159
2025-04-16 14:30:00,47.08,46.89,47.27,46.68,34124.0,160198298.0,-0.458,-0.376,-0.164,20.1,26.85,6.6,22.46,31.71,41.91,47.472,47.619,48.046
2025-04-16 15:00:00,46.9,47.01,47.06,46.66,44373.0,207857061.0,-0.476,-0.396,-0.161,20.51,24.73,12.07,28.84,34.17,42.78,47.23,47.55,47.951
2025-04-17 10:00:00,46.6,47.15,47.35,46.55,55574.0,261069447.0,-0.474,-0.411,-0.126,25.1,24.86,25.59,36.19,37.07,43.81,47.112,47.507,47.876
2025-04-17 10:30:00,47.12,47.17,47.24,46.97,21842.0,102927234.0,-0.466,-0.422,-0.087,28.54,26.09,33.46,37.3,37.49,43.96,47.062,47.454,47.774
2025-04-17 11:00:00,47.15,47.01,47.18,46.9,15468.0,72713360.0,-0.467,-0.431,-0.071,27.79,26.66,30.07,31.96,35.39,43.0,47.046,47.359,47.659
2025-04-17 11:30:00,47.0,47.01,47.09,46.81,13464.0,63212804.0,-0.462,-0.437,-0.049,27.82,27.04,29.38,50.0,50.0,50.0,47.07,47.271,47.543
2025-04-17 13:30:00,47.03,46.73,47.17,46.73,22319.0,104719586.0,-0.476,-0.445,-0.061,23.35,25.81,18.42,23.49,31.7,41.29,47.014,47.122,47.49
2025-04-17 14:00:00,46.73,46.72,46.89,46.63,18609.0,86967041.0,-0.481,-0.452,-0.058,21.93,24.52,16.76,23.22,31.57,41.23,46.928,47.02,47.43
2025-04-17 14:30:00,46.71,46.72,46.85,46.64,15262.0,71316952.0,-0.481,-0.458,-0.045,21.7,23.58,17.95,50.0,50.0,50.0,46.838,46.95,47.367
2025-04-17 15:00:00,46.73,46.5,46.75,46.39,47757.0,222211146.0,-0.492,-0.465,-0.054,18.29,21.82,11.23,17.13,28.54,39.81,46.736,46.891,47.295
2025-04-18 10:00:00,46.35,46.22,46.68,46.09,43874.0,203274627.0,-0.518,-0.475,-0.085,15.63,19.76,7.39,12.23,25.18,38.08,46.578,46.824,47.222
2025-04-18 10:30:00,46.23,45.61,46.28,45.48,58030.0,265814848.0,-0.581,-0.496,-0.168,12.88,17.46,3.72,6.99,19.68,34.64,46.354,46.684,47.117
2025-04-18 11:00:00,45.6,45.47,45.88,45.47,27244.0,124340429.0,-0.634,-0.524,-0.221,8.59,14.51,0.0,6.26,18.66,33.91,46.104,46.516,47.012
2025-04-18 11:30:00,45.48,44.97,45.54,44.95,50647.0,228684518.0,-0.709,-0.561,-0.296,6.03,11.68,0.0,4.31,15.52,31.43,45.754,46.296,46.875
2025-04-18 13:30:00,44.97,44.98,45.17,44.82,29837.0,134246798.0,-0.759,-0.601,-0.317,6.29,9.88,0.0,5.02,15.83,31.54,45.45,46.093,46.726
2025-04-18 14:00:00,44.99,45.46,45.52,44.99,19927.0,90174093.0,-0.751,-0.631,-0.24,14.5,11.42,20.65,33.44,29.35,36.39,45.298,45.938,46.604
2025-04-18 14:30:00,45.45,45.34,45.54,45.25,16069.0,72962082.0,-0.746,-0.654,-0.184,18.2,13.68,27.25,30.69,28.12,35.73,45.244,45.799,46.46
2025-04-18 15:00:00,45.34,45.25,45.44,45.25,31924.0,144618422.0,-0.74,-0.671,-0.139,19.56,15.64,27.4,28.57,27.18,35.23,45.2,45.652,46.336
2025-04-21 10:00:00,45.11,45.54,45.86,44.86,54953.0,249985418.0,-0.704,-0.678,-0.054,25.94,19.08,39.68,43.62,34.79,38.14,45.314,45.534,46.242
2025-04-21 10:30:00,45.53,45.58,45.71,45.5,16998.0,77511375.0,-0.665,-0.675,0.02,34.65,24.27,55.41,45.52,35.8,38.54,45.434,45.442,46.166
2025-04-21 11:00:00,45.59,45.81,45.82,45.53,19188.0,87648847.0,-0.608,-0.662,0.107,54.23,34.25,94.18,55.8,41.48,40.82,45.504,45.401,46.112
2025-04-21 11:30:00,45.81,45.7,45.81,45.63,8742.0,39957650.0,-0.566,-0.643,0.154,64.36,44.29,100.0,50.34,39.65,40.08,45.576,45.41,46.047
2025-04-21 13:30:00,45.7,45.7,45.77,45.6,13483.0,61615877.0,-0.526,-0.619,0.187,71.11,53.23,100.0,50.0,50.0,50.0,45.666,45.433,45.974
2025-04-21 14:00:00,45.7,45.89,46.1,45.65,35408.0,162370890.0,-0.474,-0.59,0.233,75.1,60.52,100.0,60.05,44.67,42.06,45.736,45.525,45.91
2025-04-21 14:30:00,45.89,45.83,45.9,45.71,15210.0,69657898.0,-0.432,-0.559,0.253,76.14,65.73,96.97,55.91,43.43,41.61,45.786,45.61,45.852
2025-04-21 15:00:00,45.82,45.77,45.86,45.69,25067.0,114675999.0,-0.399,-0.527,0.255,75.22,68.89,87.88,51.64,42.15,41.14,45.778,45.641,45.79
2025-04-22 10:00:00,45.77,45.39,45.96,45.18,52348.0,238163856.0,-0.399,-0.501,0.204,64.4,67.39,58.4,32.66,35.01,38.32,45.716,45.646,45.723
2025-04-22 10:30:00,45.38,45.32,45.5,45.13,20932.0,94786884.0,-0.401,-0.481,0.161,49.46,61.41,25.55,30.21,33.86,37.83,45.64,45.653,45.652
2025-04-22 11:00:00,45.32,45.2,45.45,45.15,13861.0,62756856.0,-0.406,-0.466,0.119,35.38,52.74,0.66,26.17,31.9,36.97,45.502,45.619,45.576
2025-04-22 11:30:00,45.19,45.16,45.23,45.04,14779.0,66670168.0,-0.41,-0.455,0.091,27.36,44.28,0.0,24.84,31.24,36.68,45.368,45.577,45.509
2025-04-22 13:30:00,45.17,45.25,45.43,45.16,14667.0,66414393.0,-0.4,-0.444,0.087,24.84,37.8,0.0,33.9,34.56,37.82,45.264,45.521,45.461
2025-04-22 14:00:00,45.24,45.18,45.33,45.16,15256.0,69018859.0,-0.394,-0.434,0.08,20.96,32.19,0.0,30.47,33.2,37.27,45.222,45.469,45.44
2025-04-22 14:30:00,45.2,45.47,45.53,45.14,17716.0,80256274.0,-0.361,-0.419,0.116,29.56,31.31,26.05,53.75,43.27,40.96,45.252,45.446,45.439
2025-04-22 15:00:00,45.45,45.29,45.48,45.2,24766.0,112266369.0,-0.346,-0.405,0.117,28.76,30.46,25.36,43.02,39.26,39.46,45.27,45.386,45.456
2025-04-23 10:00:00,45.42,45.22,45.77,45.11,45879.0,208406785.0,-0.336,-0.391,0.11,25.7,28.87,19.34,39.36,37.78,38.88,45.282,45.325,45.467
2025-04-23 10:30:00,45.21,44.67,45.21,44.56,64917.0,290970465.0,-0.368,-0.386,0.037,20.16,25.97,8.55,21.82,28.53,34.71,45.166,45.215,45.428
2025-04-23 11:00:00,44.65,44.65,44.8,44.5,27032.0,120616918.0,-0.39,-0.387,-0.006,17.38,23.11,5.92,21.41,28.25,34.56,45.06,45.141,45.394
2025-04-23 11:30:00,44.65,44.77,44.86,44.62,15065.0,67401931.0,-0.394,-0.388,-0.011,18.67,21.63,12.76,30.9,32.5,36.19,44.92,45.086,45.37
2025-04-23 13:30:00,44.78,45.02,45.08,44.77,24632.0,110780687.0,-0.372,-0.385,0.026,26.1,23.12,32.05,46.92,40.51,39.45,44.866,45.068,45.344
2025-04-23 14:00:00,45.03,44.85,45.05,44.8,16886.0,75875778.0,-0.364,-0.381,0.033,26.58,24.27,31.21,39.45,37.23,38.07,44.792,45.037,45.307
2025-04-23 14:30:00,44.85,44.74,44.89,44.61,19355.0,86533128.0,-0.363,-0.377,0.029,24.02,24.19,23.69,35.11,35.22,37.19,44.806,44.986,45.254
2025-04-23 15:00:00,44.75,44.69,44.76,44.65,26331.0,117670135.0,-0.362,-0.374,0.025,21.0,23.13,16.75,33.13,34.3,36.79,44.814,44.937,45.203
2025-04-24 10:00:00,44.6,44.42,44.65,44.17,45712.0,202781471.0,-0.378,-0.375,-0.006,19.21,21.82,13.99,24.24,29.73,34.67,44.744,44.832,45.139
2025-04-24 10:30:00,44.44,44.38,44.64,44.37,19217.0,85507763.0,-0.39,-0.378,-0.024,19.54,21.06,16.49,23.14,29.11,34.36,44.616,44.741,45.064
2025-04-24 11:00:00,44.38,44.1,44.41,43.89,38251.0,168744113.0,-0.417,-0.386,-0.063,18.91,20.34,16.04,16.74,25.07,32.29,44.466,44.629,44.977
2025-04-24 11:30:00,44.09,43.86,44.09,43.68,27316.0,119704052.0,-0.453,-0.399,-0.107,16.89,19.19,12.29,13.03,22.2,30.63,44.29,44.548,44.882
2025-04-24 13:30:00,43.86,43.9,43.9,43.73,11705.0,51289250.0,-0.472,-0.414,-0.117,16.5,18.29,12.91,16.72,23.79,31.24,44.132,44.473,44.807
2025-04-24 14:00:00,43.89,43.91,44.0,43.87,11436.0,50237480.0,-0.482,-0.427,-0.108,16.6,17.73,14.33,17.77,24.21,31.4,44.03,44.387,44.736
2025-04-24 14:30:00,43.92,43.87,43.93,43.86,8186.0,35931675.0,-0.486,-0.439,-0.094,16.3,17.25,14.39,16.76,23.64,31.1,43.928,44.272,44.67
2025-04-24 15:00:00,43.88,43.99,43.99,43.87,21134.0,92868396.0,-0.475,-0.446,-0.057,20.43,18.31,24.68,30.91,29.12,33.1,43.906,44.186,44.612
2025-04-25 10:00:00,44.15,44.8,45.13,44.0,67668.0,301222803.0,-0.396,-0.436,0.08,39.37,25.33,67.45,70.93,53.62,44.42,44.094,44.192,44.589
2025-04-25 10:30:00,44.8,44.6,44.9,44.51,38071.0,170303895.0,-0.346,-0.418,0.145,47.4,32.69,76.82,60.54,49.05,42.57,44.234,44.183,44.56
2025-04-25 11:00:00,44.59,44.66,44.78,44.54,12694.0,56694676.0,-0.298,-0.394,0.193,54.13,39.83,82.71,62.52,50.43,43.31,44.384,44.207,44.52
2025-04-25 11:30:00,44.65,44.78,44.97,44.65,19405.0,86992258.0,-0.247,-0.365,0.236,61.37,47.01,90.09,66.54,53.2,44.8,44.566,44.247,44.494
2025-04-25 13:30:00,44.78,44.75,44.86,44.68,13589.0,60854959.0,-0.207,-0.333,0.253,65.2,53.07,89.45,64.46,52.4,44.49,44.718,44.312,44.47
2025-04-25 14:00:00,44.75,44.59,44.8,44.59,10299.0,46036320.0,-0.186,-0.304,0.236,62.63,56.26,75.36,53.74,48.2,42.87,44.676,44.385,44.466
2025-04-25 14:30:00,44.59,44.63,44.64,44.5,12942.0,57675256.0,-0.164,-0.276,0.224,61.96,58.16,69.56,55.94,49.31,43.41,44.682,44.458,44.466
2025-04-25 15:00:00,44.62,44.58,44.7,44.56,21674.0,96667294.0,-0.149,-0.25,0.203,60.09,58.8,62.67,52.21,47.91,42.88,44.666,44.525,44.456
