datetime,open,close,high,low,volume,amount,MACD_30m,MACD_30m_Signal,MACD_30m_Hist,KDJ_30m_K,KDJ_30m_D,KDJ_30m_J,RSI_30m_6,RSI_30m_12,RSI_30m_24,ma5_30m,ma10_30m,ma20_30m
2025-03-19 10:00:00,46.8,46.24,46.81,46.24,29465.0,136972813.0,0.074,0.159,-0.17,20.64,28.14,5.63,24.52,36.97,46.96,46.752,46.857,46.946
2025-03-19 10:30:00,46.22,46.19,46.35,46.13,17845.0,82491621.0,0.02,0.131,-0.223,15.45,23.91,0.0,23.45,36.12,46.42,46.614,46.795,46.922
2025-03-19 11:00:00,46.19,46.29,46.44,46.18,6769.0,31350945.0,-0.015,0.102,-0.234,16.1,21.31,5.68,30.69,39.17,47.68,46.518,46.703,46.906
2025-03-19 11:30:00,46.27,46.4,46.57,46.27,7309.0,33947136.0,-0.033,0.075,-0.216,20.51,21.04,19.46,38.38,42.47,49.06,46.402,46.64,46.896
2025-03-19 13:30:00,46.39,46.57,46.65,46.28,9797.0,45549556.0,-0.034,0.053,-0.174,29.62,23.9,41.05,48.9,47.28,51.13,46.338,46.607,46.85
2025-03-19 14:00:00,46.57,46.29,46.58,46.21,9682.0,44869290.0,-0.056,0.031,-0.175,25.54,24.45,27.73,36.56,41.1,47.79,46.348,46.55,46.788
2025-03-19 14:30:00,46.3,46.26,46.39,46.22,6353.0,29404656.0,-0.075,0.01,-0.17,21.74,23.55,18.13,35.42,40.48,47.44,46.362,46.488,46.737
2025-03-19 15:00:00,46.29,46.26,46.29,46.16,16198.0,74865237.0,-0.089,-0.01,-0.159,19.31,22.13,13.66,50.0,50.0,50.0,46.356,46.437,46.691
2025-03-20 10:00:00,46.16,45.95,46.24,45.85,21320.0,97994094.0,-0.124,-0.033,-0.183,16.34,20.2,8.63,24.13,34.16,43.86,46.266,46.334,46.636
2025-03-20 10:30:00,45.95,46.1,46.45,45.95,14667.0,67796285.0,-0.138,-0.054,-0.169,21.31,20.57,22.79,35.98,39.17,45.92,46.172,46.255,46.59
2025-03-20 11:00:00,46.12,46.2,46.33,46.08,9282.0,42873848.0,-0.14,-0.071,-0.137,28.79,23.31,39.75,43.08,42.37,47.27,46.154,46.251,46.554
2025-03-20 11:30:00,46.2,46.25,46.31,46.13,4901.0,22650891.0,-0.135,-0.084,-0.102,35.86,27.5,52.59,46.64,43.97,47.94,46.152,46.257,46.526
2025-03-20 13:30:00,46.26,46.11,46.28,46.1,6558.0,30275696.0,-0.141,-0.095,-0.092,34.74,29.91,44.4,38.55,40.53,46.21,46.122,46.239,46.471
2025-03-20 14:00:00,46.11,46.0,46.12,45.92,11743.0,54008075.0,-0.153,-0.107,-0.092,30.01,29.94,30.14,33.13,37.98,44.88,46.132,46.199,46.42
2025-03-20 14:30:00,45.99,45.92,46.11,45.9,8689.0,39930684.0,-0.167,-0.119,-0.096,23.9,27.93,15.83,29.51,36.17,43.92,46.096,46.134,46.37
2025-03-20 15:00:00,45.91,45.79,46.01,45.78,24187.0,110876182.0,-0.186,-0.132,-0.108,16.43,24.09,1.09,24.33,33.36,42.39,46.014,46.084,46.317
2025-03-21 10:00:00,45.55,45.42,45.87,45.35,28455.0,129631174.0,-0.229,-0.152,-0.155,13.07,20.42,0.0,15.21,26.87,38.4,45.848,46.0,46.244
2025-03-21 10:30:00,45.43,45.01,45.49,45.0,27995.0,126774204.0,-0.293,-0.18,-0.225,8.95,16.6,0.0,10.15,21.76,34.63,45.628,45.875,46.156
2025-03-21 11:00:00,45.01,45.02,45.17,45.01,15353.0,69209016.0,-0.338,-0.212,-0.253,6.46,13.22,0.0,11.01,22.15,34.79,45.432,45.782,46.058
2025-03-21 11:30:00,45.01,44.62,45.13,44.58,28644.0,128637184.0,-0.402,-0.25,-0.305,5.08,10.51,0.0,7.53,18.16,31.52,45.172,45.634,45.944
2025-03-21 13:30:00,44.63,44.25,44.73,44.15,29916.0,132672668.0,-0.477,-0.295,-0.364,4.95,8.65,0.0,5.57,15.36,28.89,44.864,45.439,45.845
2025-03-21 14:00:00,44.26,44.18,44.34,44.1,15287.0,67583648.0,-0.536,-0.343,-0.385,4.62,7.31,0.0,5.26,14.89,28.42,44.616,45.232,45.744
2025-03-21 14:30:00,44.18,44.32,44.4,44.01,14431.0,63833019.0,-0.564,-0.387,-0.354,8.0,7.54,8.92,16.44,20.25,30.76,44.478,45.053,45.646
2025-03-21 15:00:00,44.32,44.25,44.48,44.25,23306.0,103362386.0,-0.586,-0.427,-0.318,9.33,8.14,11.73,15.35,19.58,30.25,44.324,44.878,45.538
2025-03-24 10:00:00,44.05,44.0,44.48,43.85,28077.0,123937882.0,-0.617,-0.465,-0.303,8.7,8.33,9.44,11.96,17.33,28.47,44.2,44.686,45.41
2025-03-24 10:30:00,44.0,44.09,44.14,43.86,12720.0,55950946.0,-0.626,-0.497,-0.258,10.68,9.11,13.81,19.63,20.89,30.01,44.168,44.516,45.3
2025-03-24 11:00:00,44.07,43.76,44.12,43.76,12196.0,53570593.0,-0.653,-0.528,-0.249,7.12,8.45,4.46,14.19,17.82,27.72,44.084,44.35,45.175
2025-03-24 11:30:00,43.76,43.84,43.87,43.75,8280.0,36268495.0,-0.66,-0.555,-0.21,6.92,7.94,4.88,20.59,20.9,29.09,43.988,44.233,45.054
2025-03-24 13:30:00,43.84,43.3,43.88,43.28,25438.0,110903726.0,-0.701,-0.584,-0.234,5.07,6.98,1.25,12.84,16.39,25.67,43.798,44.061,44.922
2025-03-24 14:00:00,43.3,43.07,43.49,43.0,26528.0,114474458.0,-0.743,-0.616,-0.255,4.96,6.31,2.26,10.76,14.89,24.39,43.612,43.906,44.77
2025-03-24 14:30:00,43.06,43.22,43.22,42.7,25975.0,111362547.0,-0.756,-0.644,-0.225,13.04,8.55,22.02,20.77,20.08,26.86,43.438,43.803,44.621
2025-03-24 15:00:00,43.22,43.97,44.0,43.22,23543.0,102878561.0,-0.698,-0.655,-0.087,32.48,16.53,64.38,52.64,40.01,37.53,43.48,43.782,44.507
2025-03-25 10:00:00,43.98,43.8,44.09,43.66,20548.0,90168944.0,-0.658,-0.655,-0.005,42.25,25.1,76.55,47.45,37.68,36.28,43.472,43.73,44.391
2025-03-25 10:30:00,43.8,43.53,43.91,43.5,11965.0,52201423.0,-0.64,-0.652,0.024,47.38,32.53,77.08,39.94,34.24,34.38,43.518,43.658,44.268
2025-03-25 11:00:00,43.51,43.49,43.65,43.44,8327.0,36241058.0,-0.623,-0.646,0.047,50.13,38.4,73.6,38.85,33.74,34.11,43.602,43.607,44.146
2025-03-25 11:30:00,43.46,43.41,43.64,43.37,7180.0,31214109.0,-0.608,-0.639,0.061,50.45,42.41,66.52,36.46,32.7,33.54,43.64,43.539,44.028
2025-03-25 13:30:00,43.44,43.81,43.83,43.4,8277.0,36151991.0,-0.558,-0.623,0.129,60.25,48.36,84.03,53.61,42.38,38.81,43.608,43.544,43.947
2025-03-25 14:00:00,43.82,43.56,43.93,43.56,7167.0,31370532.0,-0.532,-0.605,0.145,60.79,52.5,77.37,44.58,38.59,36.9,43.56,43.516,43.874
2025-03-25 14:30:00,43.56,43.51,43.65,43.47,5909.0,25732256.0,-0.51,-0.586,0.152,59.95,54.99,69.88,42.85,37.86,36.53,43.556,43.537,43.799
2025-03-25 15:00:00,43.51,43.47,43.6,43.35,14325.0,62226823.0,-0.49,-0.566,0.153,49.55,53.17,42.29,41.31,37.24,36.22,43.552,43.577,43.742
2025-03-26 10:00:00,43.45,43.82,43.85,43.45,21116.0,92360138.0,-0.44,-0.541,0.201,54.2,53.52,55.57,57.39,45.73,40.76,43.634,43.637,43.72
2025-03-26 10:30:00,43.83,43.63,43.83,43.52,9002.0,39298240.0,-0.412,-0.515,0.207,52.23,53.09,50.51,48.7,42.34,39.18,43.598,43.603,43.692
2025-03-26 11:00:00,43.63,43.68,43.73,43.58,5335.0,23289832.0,-0.381,-0.489,0.215,53.78,53.32,54.71,51.04,43.54,39.82,43.622,43.591,43.66
2025-03-26 11:30:00,43.68,43.62,43.75,43.55,5732.0,25004579.0,-0.357,-0.462,0.21,51.37,52.67,48.78,47.89,42.38,39.3,43.644,43.6,43.629
2025-03-26 13:30:00,43.63,43.46,43.64,43.41,8685.0,37804039.0,-0.347,-0.439,0.184,40.57,48.64,24.44,40.0,39.34,37.93,43.642,43.597,43.602
2025-03-26 14:00:00,43.46,43.4,43.47,43.31,8264.0,35853200.0,-0.34,-0.419,0.158,31.89,43.05,9.55,37.24,38.22,37.42,43.558,43.596,43.567
2025-03-26 14:30:00,43.4,43.45,43.59,43.4,6213.0,27022338.0,-0.327,-0.401,0.148,29.9,38.67,12.36,41.29,39.78,38.14,43.522,43.56,43.552
2025-03-26 15:00:00,43.45,43.4,43.47,43.36,9809.0,42573412.0,-0.317,-0.384,0.135,25.49,34.27,7.91,38.32,38.71,37.69,43.466,43.544,43.53
2025-03-27 10:00:00,43.4,43.41,43.47,43.0,22231.0,96073933.0,-0.304,-0.368,0.128,33.07,33.87,31.46,39.37,39.07,37.84,43.424,43.534,43.536
2025-03-27 10:30:00,43.41,43.4,43.56,43.24,10090.0,43813259.0,-0.292,-0.353,0.122,38.11,35.29,43.76,38.58,38.82,37.74,43.412,43.527,43.552
2025-03-27 11:00:00,43.38,43.59,43.73,43.3,13229.0,57617704.0,-0.264,-0.335,0.143,51.63,40.73,73.42,57.79,45.9,40.79,43.45,43.504,43.57
2025-03-27 11:30:00,43.59,43.55,43.65,43.51,5026.0,21903344.0,-0.242,-0.316,0.149,58.86,46.78,83.04,53.56,44.71,40.35,43.47,43.496,43.55
2025-03-27 13:30:00,43.55,43.94,44.2,43.38,24341.0,106652669.0,-0.191,-0.291,0.201,65.35,52.97,90.12,74.99,56.65,46.17,43.578,43.522,43.556
2025-03-27 14:00:00,43.95,43.75,43.98,43.74,13497.0,59208631.0,-0.164,-0.266,0.204,64.4,56.78,79.65,59.06,50.82,43.99,43.646,43.535,43.567
2025-03-27 14:30:00,43.75,44.33,44.4,43.75,38314.0,169343047.0,-0.095,-0.232,0.274,74.6,62.72,98.36,76.97,63.37,51.32,43.832,43.622,43.61
2025-03-27 15:00:00,44.33,44.24,44.34,44.16,23045.0,101914970.0,-0.046,-0.195,0.296,79.26,68.23,100.0,71.17,60.75,50.25,43.962,43.706,43.651
2025-03-28 10:00:00,44.19,44.26,44.54,43.9,39477.0,174715617.0,-0.007,-0.157,0.301,80.11,72.19,95.95,71.74,61.14,50.49,44.104,43.787,43.674
2025-03-28 10:30:00,44.25,44.41,44.7,44.23,19760.0,87858718.0,0.037,-0.118,0.31,80.12,74.84,90.69,76.0,64.06,52.28,44.198,43.888,43.716
2025-03-28 11:00:00,44.41,44.26,44.42,44.2,11880.0,52604314.0,0.058,-0.083,0.282,76.27,75.31,78.18,64.37,59.2,50.38,44.3,43.973,43.753
2025-03-28 11:30:00,44.25,44.14,44.42,44.0,10457.0,46207411.0,0.065,-0.053,0.237,70.04,73.56,63.01,56.12,55.53,48.9,44.262,44.047,43.787
2025-03-28 13:30:00,44.14,43.86,44.14,43.85,10814.0,47550988.0,0.047,-0.033,0.161,58.81,68.64,39.16,41.31,47.95,45.63,44.186,44.074,43.789
2025-03-28 14:00:00,43.85,44.17,44.24,43.85,7328.0,32290229.0,0.057,-0.015,0.145,54.14,63.81,34.8,56.55,55.31,49.53,44.168,44.136,43.816
2025-03-28 14:30:00,44.2,44.05,44.2,44.0,6292.0,27744738.0,0.055,-0.001,0.112,46.62,58.08,23.7,50.46,52.2,48.13,44.096,44.147,43.834
2025-03-28 15:00:00,44.05,43.86,44.09,43.85,13618.0,59820059.0,0.037,0.007,0.062,31.47,49.21,0.0,41.89,47.56,45.99,44.016,44.158,43.846
2025-03-31 10:00:00,43.6,43.38,43.6,43.0,25541.0,110531383.0,-0.015,0.002,-0.035,28.43,42.28,0.73,27.66,38.22,41.17,43.864,44.063,43.842
2025-03-31 10:30:00,43.33,42.89,43.42,42.84,16426.0,70741922.0,-0.095,-0.017,-0.156,19.85,34.81,0.0,19.53,31.36,37.04,43.67,43.928,43.817
2025-03-31 11:00:00,42.89,42.79,42.99,42.74,11202.0,48013542.0,-0.165,-0.047,-0.236,14.23,27.95,0.0,18.22,30.15,36.26,43.394,43.781,43.784
2025-03-31 11:30:00,42.8,42.6,42.93,42.6,12722.0,54373136.0,-0.232,-0.084,-0.297,9.48,21.79,0.0,15.8,27.93,34.82,43.104,43.6,43.744
2025-03-31 13:30:00,42.61,42.87,43.09,42.58,11043.0,47387318.0,-0.261,-0.119,-0.284,12.15,18.58,0.0,31.34,35.32,38.45,42.906,43.461,43.717
2025-03-31 14:00:00,42.85,42.83,42.95,42.7,5240.0,22434933.0,-0.284,-0.152,-0.264,13.12,16.76,5.84,30.35,34.75,38.13,42.796,43.33,43.688
2025-03-31 14:30:00,42.81,43.17,43.46,42.75,14169.0,61179554.0,-0.272,-0.176,-0.191,20.88,18.13,26.39,47.4,43.32,42.49,42.852,43.261,43.668
2025-03-31 15:00:00,43.18,43.19,43.31,43.16,11904.0,51427161.0,-0.257,-0.193,-0.13,27.39,21.22,39.73,48.29,43.8,42.74,42.932,43.163,43.65
2025-04-01 10:00:00,43.3,43.25,43.58,43.0,17472.0,75507284.0,-0.238,-0.202,-0.073,40.15,27.53,65.4,51.27,45.3,43.5,43.062,43.083,43.615
2025-04-01 10:30:00,43.25,43.29,43.43,43.19,12149.0,52649738.0,-0.218,-0.205,-0.025,50.44,35.17,80.98,53.42,46.34,44.02,43.146,43.026,43.592
2025-04-01 11:00:00,43.29,43.16,43.3,43.14,10200.0,44092457.0,-0.209,-0.206,-0.007,52.96,41.1,76.68,45.58,43.41,42.69,43.212,43.004,43.534
2025-04-01 11:30:00,43.15,43.08,43.19,43.06,10090.0,43500869.0,-0.207,-0.206,-0.001,51.97,44.72,66.47,41.13,41.64,41.88,43.194,43.023,43.476
2025-04-01 13:30:00,43.08,42.83,43.09,42.8,15711.0,67418269.0,-0.222,-0.209,-0.026,42.98,44.14,40.66,30.1,36.57,39.43,43.122,43.027,43.404
2025-04-01 14:00:00,42.84,42.93,42.97,42.8,6567.0,28144025.0,-0.224,-0.212,-0.023,37.37,41.88,28.33,38.07,39.77,40.87,43.058,43.06,43.33
2025-04-01 14:30:00,42.93,42.88,42.95,42.82,6500.0,27872179.0,-0.227,-0.215,-0.023,30.13,37.97,14.46,35.63,38.71,40.37,42.976,43.061,43.261
2025-04-01 15:00:00,42.88,42.82,42.93,42.8,14687.0,62907457.0,-0.231,-0.218,-0.026,20.94,32.29,0.0,32.62,37.4,39.76,42.908,43.06,43.195
2025-04-02 10:00:00,42.85,42.98,43.07,42.72,14362.0,61662899.0,-0.219,-0.218,-0.001,24.04,29.54,13.04,46.96,43.01,42.19,42.888,43.041,43.151
2025-04-02 10:30:00,43.01,43.17,43.31,42.96,19065.0,82245675.0,-0.192,-0.213,0.042,37.15,32.08,47.3,59.29,48.94,44.95,42.956,43.039,43.101
2025-04-02 11:00:00,43.16,43.18,43.28,43.08,7170.0,30965885.0,-0.168,-0.204,0.072,50.76,38.3,75.66,59.88,49.25,45.09,43.006,43.032,43.058
2025-04-02 11:30:00,43.19,43.12,43.25,43.12,3691.0,15935774.0,-0.152,-0.193,0.084,56.44,44.35,80.61,54.23,47.4,44.37,43.054,43.015,43.02
2025-04-02 13:30:00,43.12,43.1,43.24,43.03,5929.0,25562925.0,-0.139,-0.183,0.087,59.09,49.26,78.75,52.26,46.77,44.12,43.11,43.009,43.006
2025-04-02 14:00:00,43.09,43.09,43.13,42.98,5091.0,21917677.0,-0.128,-0.172,0.087,60.3,52.94,75.01,51.14,46.43,43.99,43.132,43.01,43.016
2025-04-02 14:30:00,43.09,43.05,43.16,43.05,6411.0,27644165.0,-0.122,-0.162,0.08,58.84,54.91,66.71,46.38,45.0,43.47,43.108,43.032,43.03
2025-04-02 15:00:00,43.07,43.14,43.15,43.01,10769.0,46431722.0,-0.108,-0.151,0.086,62.96,57.59,73.69,57.15,48.86,45.01,43.1,43.053,43.056
2025-04-03 10:00:00,42.76,44.49,45.2,42.76,117797.0,524854508.0,0.012,-0.118,0.261,65.76,60.32,76.66,90.71,76.2,61.45,43.374,43.214,43.138
2025-04-03 10:30:00,44.47,44.82,44.92,44.35,31448.0,140272854.0,0.132,-0.068,0.401,71.98,64.21,87.54,92.45,79.17,64.18,43.718,43.414,43.237
2025-04-03 11:00:00,44.82,44.9,45.35,44.72,71884.0,324000700.0,0.231,-0.008,0.479,75.53,67.98,90.63,92.84,79.83,64.81,44.08,43.606,43.324
2025-04-03 11:30:00,44.9,44.98,45.35,44.87,35513.0,160342323.0,0.312,0.056,0.513,78.93,71.63,93.52,93.25,80.51,65.44,44.466,43.787,43.413
2025-04-03 13:30:00,44.97,44.65,44.98,44.53,16091.0,72012388.0,0.346,0.114,0.464,76.94,73.4,84.02,72.38,69.92,60.73,44.768,43.934,43.483
2025-04-03 14:00:00,44.65,44.75,44.77,44.53,10684.0,47678808.0,0.376,0.166,0.42,76.91,74.57,81.58,74.46,71.17,61.6,44.82,44.097,43.556
2025-04-03 14:30:00,44.75,44.61,44.8,44.57,11709.0,52293033.0,0.385,0.21,0.35,75.08,74.74,75.76,66.1,66.91,59.66,44.778,44.248,43.628
2025-04-03 15:00:00,44.61,44.56,44.67,44.55,20154.0,89878780.0,0.383,0.245,0.277,73.22,74.23,71.19,63.07,65.39,58.97,44.71,44.395,43.702
2025-04-07 10:00:00,43.51,45.69,46.69,43.13,256953.0,1168810728.0,0.467,0.289,0.357,73.66,74.04,72.91,83.55,77.84,67.79,44.852,44.659,43.846
2025-04-07 10:30:00,45.7,47.58,47.9,45.7,193646.0,912101975.0,0.679,0.367,0.624,80.21,76.1,88.43,92.21,86.62,76.58,45.438,45.103,44.078
2025-04-07 11:00:00,47.58,47.1,47.6,46.96,42353.0,200576678.0,0.799,0.453,0.691,81.21,77.8,88.04,79.46,78.05,71.41,45.908,45.364,44.289
2025-04-07 11:30:00,47.12,46.53,47.19,46.46,24001.0,112261781.0,0.838,0.53,0.615,77.9,77.84,78.03,66.38,69.18,65.91,46.292,45.535,44.474
2025-04-07 13:30:00,46.54,46.18,46.86,46.11,36614.0,169689414.0,0.831,0.591,0.481,73.25,76.31,67.13,59.19,64.29,62.8,46.616,45.663,44.634
2025-04-07 14:00:00,46.18,45.15,46.21,45.15,44795.0,204560699.0,0.734,0.619,0.23,62.95,71.85,45.14,42.83,52.4,54.87,46.508,45.68,44.734
2025-04-07 14:30:00,45.15,44.64,45.34,42.97,83962.0,373267283.0,0.609,0.617,-0.016,53.26,65.66,28.46,36.79,47.64,51.51,45.92,45.679,44.806
2025-04-07 15:00:00,44.64,45.23,46.0,44.2,72706.0,328120144.0,0.552,0.604,-0.105,50.79,60.7,30.96,47.14,53.02,54.85,45.546,45.727,44.912
2025-04-08 10:00:00,45.23,46.45,46.9,43.97,283405.0,1298301071.0,0.597,0.603,-0.011,57.39,59.59,52.97,62.41,61.87,60.69,45.53,45.911,45.08
2025-04-08 10:30:00,46.45,47.3,47.72,46.25,147799.0,695897636.0,0.694,0.621,0.146,67.53,62.24,78.12,69.73,66.65,64.07,45.754,46.185,45.29
2025-04-08 11:00:00,47.24,46.87,47.29,46.68,35540.0,166956333.0,0.728,0.642,0.171,72.39,65.62,85.92,62.36,62.34,61.29,46.098,46.303,45.481
2025-04-08 11:30:00,46.87,46.75,47.0,46.64,21456.0,100416149.0,0.736,0.661,0.15,74.79,68.68,87.0,60.23,61.13,60.52,46.52,46.22,45.662
2025-04-08 13:30:00,46.78,47.06,47.77,46.78,73958.0,350089525.0,0.759,0.681,0.157,78.26,71.87,91.04,64.04,63.14,61.81,46.886,46.216,45.79
2025-04-08 14:00:00,47.05,47.14,47.3,46.82,43815.0,206461838.0,0.775,0.7,0.151,81.13,74.96,93.48,65.08,63.67,62.14,47.024,46.277,45.906
2025-04-08 14:30:00,47.15,47.13,47.21,46.92,30617.0,144114657.0,0.778,0.715,0.125,82.98,77.63,93.67,64.8,63.54,62.07,46.99,46.372,46.018
2025-04-08 15:00:00,47.13,49.75,49.75,47.09,209591.0,1022645220.0,0.98,0.768,0.424,88.65,81.3,100.0,85.04,76.58,71.04,47.566,46.832,46.256
2025-04-09 10:00:00,49.75,52.21,52.68,49.12,593977.0,3020891937.0,1.324,0.879,0.889,90.64,84.42,100.0,90.92,82.86,76.48,48.658,47.589,46.634
2025-04-09 10:30:00,52.19,51.67,52.3,51.18,111046.0,576613749.0,1.535,1.01,1.048,88.52,85.78,94.0,82.39,77.86,73.32,49.58,48.233,46.98
2025-04-09 11:00:00,51.67,52.4,52.68,51.31,78590.0,408639224.0,1.741,1.156,1.168,90.8,87.46,97.49,84.71,79.67,74.79,50.632,48.828,47.37
2025-04-09 11:30:00,52.4,52.25,52.4,51.87,36358.0,189664194.0,1.87,1.299,1.142,91.5,88.8,96.88,82.04,78.24,73.92,51.656,49.323,47.754
2025-04-09 13:30:00,52.29,52.16,52.3,51.84,39847.0,207664973.0,1.943,1.428,1.031,91.39,89.67,94.84,80.22,77.33,73.38,52.138,49.852,48.078
2025-04-09 14:00:00,52.1,52.72,53.5,52.0,97586.0,515903229.0,2.023,1.547,0.952,90.37,89.9,91.31,83.03,78.99,74.58,52.24,50.449,48.335
2025-04-09 14:30:00,52.7,51.97,52.9,51.92,51595.0,270786193.0,2.003,1.638,0.729,85.83,88.54,80.4,67.58,71.36,70.17,52.3,50.94,48.578
2025-04-09 15:00:00,51.96,51.18,52.1,50.6,138970.0,714443141.0,1.901,1.691,0.42,78.49,85.19,65.08,54.71,64.23,65.89,52.056,51.344,48.811
2025-04-10 10:00:00,49.8,50.57,51.13,48.0,366465.0,1826834033.0,1.751,1.703,0.096,67.9,79.43,44.85,46.51,59.24,62.8,51.72,51.688,49.03
2025-04-10 10:30:00,50.6,50.5,51.28,50.2,102822.0,520145380.0,1.608,1.684,-0.152,60.42,73.09,35.07,45.57,58.67,62.45,51.388,51.763,49.298
